COMMENT_ID,AUTHOR,DATE,CONTENT,LIKE_COUNT,CLASS
UgxZZTXuqBBK6pa-mPd4AaABAg,@jenzar,2024-03-14T12:19:34Z,Can’t believe it’s been almost 10 years since I excitedly clicked this video for the first time!,0,0
Ugxf7bWZQZogJiBzaR14AaABAg,@lindawang8772,2024-03-14T01:01:31Z,"this was posted 9 years ago, click like if u r watching this in 2024",5,0
UgwVnGPLzsEhTE4j7wh4AaABAg,@kaylagorrano39,2024-03-03T00:14:21Z,"When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️",105,1
Ugzm2baiqK4ZX81N5e14AaABAg,@Hollagrl0999,2024-02-29T05:27:58Z,"When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - Heart Of A City Boy” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕",3,1
UgwtkxP7cc6ePjenfAd4AaABAg,@lalrinfelikhawlhring79,2024-02-23T12:28:52Z,Love you @Taylor Swift... Please click on like.... ❤❤❤❤❤❤,0,0
UgwWHeH9anUdn_VgasZ4AaABAg,@gameAdventuresX,2024-02-23T00:38:55Z,"🎉 Thank you so much, guys, for helping me reach 809K subscribers! 🙌 I really appreciate all your support! 🥳 Sending lots of love your way! 💖💖💖",0,1
UgwSjPGRAmJEkdVcFbR4AaABAg,@Aaliyah7777,2024-02-12T22:45:50Z,If u watching it for the first time:<br><br>1.) U clicked this vid cus of thats the most popular song in here<br><br>2.) Someone told u to<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>3.) The tumbnail☠️...,2,0
UgzA-_kqhILx4Dxj-b94AaABAg,@KnickswillbeNBAChamps,2024-02-12T14:08:14Z,I got cussed out by my friend for sending him this video. <br><br>Edit. He&#39;s a Niners fan,5,0
UgzeaPchEW79maNuEJF4AaABAg,@OXSkuldream,2024-02-12T04:04:59Z,Sending this to the Christian Conservatives losing their mind rn...shake it off!!😂,2,0
UgxTV6OCLZFS9WIE-il4AaABAg,@marioserdarov2756,2024-02-08T19:48:01Z,I send this to all the Messi haters :D,1,0
UgyvTGLAVRWw54STmo94AaABAg,@rikesz,2024-02-05T21:26:20Z,quase 10 anos e ela continua sendo uma de minhas músicas favoritas!!! 😄taytay nunca erra,6,1
UgzKOWB27H_Ta-Hz5wx4AaABAg,@garypenston8237,2024-01-31T07:10:01Z,Now shes dating travis kelce and he actually plays american football a d there so in love after the touch down that travis did and they shared a big hug and not one but two kisses,1,0
UgwxJUTmDzLNsiV28Id4AaABAg,@kaylagorrano39,2024-01-28T01:39:59Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕😊,6,1
UgySlcg6dItUbiLugQB4AaABAg,@user-he8of4rq7c,2024-01-15T17:07:29Z,100% and 6100%,0,0
Ugyu3Dbz-_k_RgHS9V14AaABAg,@gabbyribeiro3248,2024-01-08T01:10:42Z,Em pensar que essa música já tem quase 10 anos que foi lançada e continua sendo uma música maravilhosa. 😍🇧🇷,64,0
UgxC-3Hgaz6hJmdoobt4AaABAg,@mika_kwai1709,2023-12-19T00:47:29Z,Imitou lady gaga perdeu a graca. mesmo sendo engracado em doramas.,0,0
UgxkoAUtjDOQI7hIg4t4AaABAg,@julianrangel7835,2023-12-18T04:13:08Z,😂😂😂 I just send this to some Cowboys fans and they blocked me,2,0
UgwDYsN0acprfVb4Nrp4AaABAg,@Misstidepod,2023-12-02T05:18:27Z,Idk why I clicked on this video but this was my childhood,2,0
UgwZv7skvUgUDAsUhUN4AaABAg,@Zack1825,2023-11-30T05:08:54Z,I&#39;ve always wondered who were the people dancing with Taylor at the end? I&#39;ve always assumed it was her family but recently considered that it could be like contest winners or something,0,0
UgxG98ZNnfTWg95NPeZ4AaABAg,@ObedOliveras-dq2vy,2023-11-10T22:00:36Z,360 ALIKE OBED $&gt; 100% LOVE   ESPIRITUAL. MMMM❤,0,0
UgyVwDkEs5MSM6lwgPN4AaABAg,@christmasboard-zl9lj,2023-10-20T22:47:59Z,Are you ready for the Swifty I was gonna cry if I couldn’t tell you some things about how cool you are and I connected with a friend in Banner mental institution he gave me $20 and we had a real talk about how awesome you are and then I got to tell them that I totally support you I’m crying again I totally am a sweaty and I’m crying in my bathroom I love you so much and I support you 100 and 100%,0,0
Ugxagu9yOfd-JIMd_nR4AaABAg,@oscarmaldonado6742,2023-10-16T23:31:14Z,I didn&#39;t know who Taylor Swift was until I saw she was dating Travis Kelcie so I watched this,1,0
UgwwgCRdRLBAvZNKwEB4AaABAg,@user-um5pr2it5h,2023-10-11T01:49:34Z,Well I wonder dating Travis kelce now a days,2,0
UgwmFUNs_Wk5OXDP6h54AaABAg,@maninderkaur-ls3nl,2023-09-21T11:25:04Z,Hi Taylor I am the biggest swiftie you’ve ever met but I can’t come to your tours because I live in Australia. So I really hope you send a comment back and heart me. It would be the best ever.,2,0
Ugw3UYotSWcKXvciUKx4AaABAg,@TyronEaly-vu1hz,2023-09-14T16:39:30Z,Lap top  $900 million of guaranteed of testing,1,0
UgyMWY3o0mc8cXSqHEh4AaABAg,@chona-yd4vn,2023-08-24T11:31:30Z,Can you send me the link for the same thing a while,1,0
UgyoV2x5qJ6KowH8Smx4AaABAg,@GAMERZKILLER235,2023-08-13T17:03:26Z,Naw I lisend for 6,1,0
UgydiFvhExojM8WAW-F4AaABAg,@Hollagrl0999,2023-08-08T14:39:45Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - The Road to Awakening” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝,11,1
UgxySClhBRwbNcwsed94AaABAg,@aanchaltiwari577,2023-08-07T15:52:15Z,Ok this song recommended by my bestfriend ♥️ I will never forget this 😍 thankyou bestieee for sending me this masterpiece 🤧🥺 really loved it ♥️✌🏻,2,0
Ugwz40r8C6U4HoU4Vtx4AaABAg,@LifeofMusic901,2023-07-11T12:35:37Z,Sending hugs to those people who&#39;s feeling tired of everything. Keep fighting!♡︎,1,0
UgztnJXT3JpP-r9wRK94AaABAg,@syoru_,2023-07-06T14:42:30Z,Depois de 9 anos continua send,0,0
Ugwp9g1nC29OukAMcxl4AaABAg,@onatanaelrdg2,2023-06-17T16:48:48Z,100% dançante<br>100% envolvente vem a gente<br>Aprovado ✅,8,0
UgzA8u07UL-ZXDGhzCd4AaABAg,@kaylagorrano39,2023-05-31T00:07:15Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Colorblind With A Beautiful Mind” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️😊,1,1
UgyjNC_JtElkcOKTJSp4AaABAg,@alishamurray1043,2023-05-26T00:30:49Z,I feel like a winner when I read the Bible.,0,0
UgyGGnlXH_i3q37cIrx4AaABAg,@lessonsinlifestyle4709,2023-05-24T21:52:55Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Colorblind With A Beautiful Mind” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️,8,1
UgwDkB2RvmLg8rPlOw14AaABAg,@kaylagorrano39,2023-05-10T18:10:06Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝😊,19,1
UgzIUc_L1WYdis3_2xV4AaABAg,@sofiaaaa28,2023-05-09T19:02:38Z,"Depois de 9 anos continua sendo perfeita essa música, Taylor a Melhor❤",430,0
UgznhGJ7Q14-Lde62sx4AaABAg,@dennisg5637,2023-04-30T00:42:39Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝🎉,13,1
Ugzk-lutfrp_MkE579V4AaABAg,@JohnAlvarado-th7tt,2023-04-28T20:33:38Z,Yeah teaming up with last year&#39;s winner is probably not fair but I&#39;m not doing this to be fair I&#39;m doing this to show you You&#39;re not royal you&#39;re not anything You&#39;re weak,1,0
UgyCjXx0MiE3scCcHvJ4AaABAg,@kaylagorrano39,2023-04-18T03:56:19Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you,24,1
UgxMtuGL0uu61MmMOil4AaABAg,@muhammadfayaz8044,2023-04-13T17:31:10Z,"respected miss taylor swift singer song writer songe no two sending for you my beloved(taylor swift) was late in meeting me, she wait for me some time, I may be forced to wait for me, they would have  believed me, I admit my mistake , I would have convinced you if you had waited a few moments, I still want to keep in touch with them, I keep respectrd opend  every way they pass, I also have the courage to change the time  now I have changed my self with the times, I no longer grieve for the se left behimd , I still  keep the doors of the house open for breaking. my beloved well come my beloved well come (note please during ten days if not responce iam sending writesong new song singer today date 13april2023",1,0
UgzocbzRUxkwoaK0QN94AaABAg,@caylacorrigan4160,2023-04-11T02:44:57Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤,2,1
UgyVcQd11nuvK_1ImZV4AaABAg,@kaylagorrano39,2023-04-08T20:20:47Z,The day this video was released was the day I quit drugs. I’ll never forget it. This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💝,14,1
UgzcKRr6KSnehv-p-UV4AaABAg,@user-xy3wo8fv9u,2023-04-07T13:34:47Z,This song makes me happy 100%🎉😍😍,0,0
UgyYUCtC_g6GuYHucq94AaABAg,@gracestevenson765,2023-03-09T15:42:31Z,I love Taylor swift because I love how she does all the dance and it&#39;s my music and I love cheerleaders I have been sending it to my friends and they love you,0,0
UgwaYr1B_onvYBUI77R4AaABAg,@lessonsinlifestyle4709,2023-02-17T20:25:14Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Thought You Should Know” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️,8,1
UgwNO9wzojDc5GQuSOt4AaABAg,@jamalkoblodi,2023-02-16T17:11:23Z,"&quot;Send this to your friends to make them Uncomfortable&quot;<br><br>Music:<br><br>I see at to,Laeaeaem~<br>Got nothing in ma, BRAEAEAENZZS~<br>That&#39;s what people saeaeaedd~<br>Ehem~<br>That&#39;s people saaeEEEeyyy~~~~<br>I got on to many FReEeendHdhdhd~<br>But i can make em sTAAAAYYYYY--<br>n dIS Arghts  people sTaY~ ey~<br>eHnM~ EhMN~<br>Thats what people saaaeeyy eyyy~<br>But i can GLUUUUEE~~~~<br>Kiss that wont that Poo~~<br>SlaAeEeea i gOt thIS IyuHhh~~<br><br><br>Meanwhile:<br>Original:",1,1
UgwbK1xWEiwnuljcDrJ4AaABAg,@caylacorrigan4160,2023-01-31T13:17:23Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Thought You Should Know” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕,10,1
Ugx5r8VTS085v2xkbMV4AaABAg,@lessonsinlifestyle4709,2023-01-29T19:44:33Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Thought You Should Know” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️,2,1
UgwQs_f_KjezJ1-mDqJ4AaABAg,@josephdecker4468,2023-01-26T14:40:32Z,So you’re gonna take the money out of the peoples mouse and send the wrong people to the show and now we have to pay Taylor Swift and you refuse to do so why because you don’t know how to provide a service,0,0
Ugzk8mObTJfB_-Bmo6p4AaABAg,@dennisg5637,2022-12-28T13:58:32Z,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️🎉,8,1
UgwoC2ntA8EZOrrvzxp4AaABAg,@Itztocalily223,2022-11-29T19:47:24Z,Can y&#39;all send me money,1,1
UgwMONYGG5y_Z-0yf9R4AaABAg,@asingularleaf10,2022-11-10T19:41:42Z,I can’t listen to this the same way with that audio that’s like “send this to your friends to make them uncomfortable” lmao,2,0
Ugx-cbdv-SbAU1cicwZ4AaABAg,@tomcooper303,2022-11-08T11:20:33Z,"People keep telling me to listen to Taylor Swift, that she&#39;s actually better than I think. I start here, with one of her big hits. A charming video, I&#39;ll admit--but a 100% standard and mediocre pop tune. Worse than I expected.",1,0
UgxGf5zVpphlfOJwCxV4AaABAg,@mazafakabitch1113,2022-10-21T16:16:56Z,Send this to your friend to make them uncomfortable part N,0,0
UgzgpjcAzyDsYn7Pi8p4AaABAg,@suwineethaheenkenda383,2022-10-01T11:22:37Z,2022 who is here. Send a reply 👇,2,0
UgyDSF0NKR2hlxf72R94AaABAg,@stefanveskovnedyalkov.5961,2022-09-18T08:14:22Z,"Taylor Swift - the youngest winner of &quot;Album of the year, Grammy&quot;, the first woman to win &quot;Album of the year, Grammy&quot; 5 times, the first man whose 4 albums sold over 1 million copies in one week, included in the top 100 &quot;best songwriters&quot; &quot;the most influential women&quot;. The only singer to have over 2 billion views on 4 videos, the first woman to win &quot;Woman of the Year&quot; twice, breaking her own record for the most lucrative woman tour, and second in the world. Winner of 850 awards, 10 of which are grams.<br><br>The best and the beautiful singer and actress in world.<br>Greetings from Bulgaria your her fan from Bulgaria Stefan Veskov Nedyalkov.<br>I love you so much queen Taylor Swift",5,0
UgyV5l8rnuDM94sE0f94AaABAg,@tay.swiftymochapoo392,2022-09-13T04:45:06Z,Baereland Funk Radio Mocha kleinesterr Taylor swift Sender muss schließen RADIO MOCHA coffee station with coffee and NRG Taylor swift music from Tokio... Swifty,2,0
UgzTeh6l_JCY7dAi_7N4AaABAg,@tay.swiftymochapoo392,2022-09-12T12:53:48Z,Taylor swift I love you evermore Taylor swift Radio Mocha kleinesterr Taylor swift Sender muss schließen RADIO MOCHA coffee station with coffee and NRG Taylor swift music from Tokio to the world begin again taylor swift fan from rumania. Swifty,2,0
UgxDV0fHN1s9nkQ7FYl4AaABAg,@Hollagrl0999,2022-08-29T22:32:12Z,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,3,1
UgzGr0fl_J9cFShQD3Z4AaABAg,@kaylagorrano39,2022-08-26T00:13:52Z,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..❤️ 🤍,1,1
Ugx2zNBGZA-N4o3jVI54AaABAg,@jeremycarr1881,2022-08-24T16:01:35Z,We will send in posters to represent you in court.,0,0
UgwQIgDLGNRzIupEOoR4AaABAg,@jeremycarr1881,2022-08-24T15:59:55Z,Agreeing send you to Kingston bars.,0,0
UgytibHcIgk6umsbT7V4AaABAg,@jeremycarr1881,2022-08-24T15:59:48Z,Disagreeing send you to Kingston bars.,0,0
UgxKsJUWUci8hdrJH594AaABAg,@Hollagrl0999,2022-08-22T21:04:32Z,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..🤍,1,1
UgzietWMTO_j2w0zHod4AaABAg,@saurabh8707,2022-08-06T13:25:08Z,I&#39;m running some code and suddenly  <br>Click my mind this Lovely song love you Taylor ❤️,1,0
UgyNFY29J3OLMoTjjsp4AaABAg,@Hollagrl0999,2022-07-22T02:47:18Z,This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. I love you ❤️,1,1
Ugy9Gjrw7ydoUPonLgJ4AaABAg,@Hollagrl0999,2022-07-17T20:53:40Z,This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕,2,1
Ugy4b7dAxUtZazVxfF14AaABAg,@RyLuckyOfficial,2022-07-14T11:43:59Z,This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..❤️,2,1
Ugx3_2aiDS6GPwlm1Lt4AaABAg,@alishamurray1043,2022-07-03T14:01:50Z,9 years old again and raising a family with Less Townsend right now.,0,0
UgzN5eKKZCEl35wOlYd4AaABAg,@Hollagrl0999,2022-07-02T14:30:25Z,This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💕❤️,3,1
Ugz_-P1dRc9GWqZvVk94AaABAg,@pixelgodsquad2918,2022-06-30T19:57:37Z,Imagine if pixelgod and Taylor Swift collaborated together. &quot;Crypto Drip&quot; - Pixelgod + Squad,1,0
UgxfW_1ninMrrgXmQSZ4AaABAg,@viktoriyadouglas9490,2022-05-20T18:25:55Z,I was looking for something to watch and I clicked S randomly and this song showed up. Me: Why not?,0,0
UgzjFv5swk0GzWHyiDJ4AaABAg,@viktoriyadouglas9490,2022-05-20T18:25:40Z,I was looking for something to watch and I clicked S randomly and this song showed up. Me: Why not?,0,0
UgwBTVpPqRbXtK8aiUd4AaABAg,@vein_decar,2022-05-07T13:46:40Z,tiktok; send this to your friends to make them unconfortable,0,0
Ugww_UB9rTTd2AQPo7F4AaABAg,@humbertolerma5839,2022-05-02T06:42:37Z,"Hello to miss pirce I&#39;m sorry a bout what I did.I left from you&#39;re life when we where in love.But I&#39;m all ways thinking a bout you.Thank you for the months that we spent together at school.Those days where the best days of my life.Becouse I learned what love is just buy spending some time with you.<br>I&#39;m so sorry but now I&#39;m the one that it&#39;s safe ring the fact that I miss you.I can&#39;t even sleep.please<br>Forgive me and send me you&#39;re phone number so we can fix this relationship.send me massages to my tablet.please don&#39;t be in love with someone else.p,ease don&#39;t have someone else waiting for you.please<br>Don&#39;t give you&#39;re love to someone else.",0,0
Ugytz9j2Qa9aI6XFJT94AaABAg,@shupar9075,2022-04-07T13:25:44Z,For those who click the like button are LEGENDS!,2,0
Ugy_SPDsMvdRc-tz_fB4AaABAg,@Hollagrl0999,2022-04-01T19:18:38Z,This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💙,3,1
UgyRrQkz7TNGBMBC2XJ4AaABAg,@Hollagrl0999,2022-03-27T22:47:04Z,This song and “Clover Cage - Blessed” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💕,1,1
UgwvHEdkFxAVn0Ri6Bl4AaABAg,@Hollagrl0999,2022-03-23T19:27:07Z,This song and “Clover Cage - Blessed” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..🤍,4,1
Ugxi74KTCPXJGNeRFDx4AaABAg,@Hollagrl0999,2022-03-21T22:51:52Z,This song and “Clover Cage - Blessed” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💞,1,1
UgwKOV4emGXDiDaPynt4AaABAg,@Hollagrl0999,2022-03-17T14:58:29Z,This song and “Clover Cage - Blessed” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...💙,1,1
Ugxk5-UnrL21V3jTATF4AaABAg,@marysmith2261,2022-02-20T12:01:05Z,I appreciate the talent… Taylor took a negative situation and turned it into a powerful statement to all the haters! <br>This is a great video to send to someone who is struggling with the naysayers! 💄<br>Put on your favorite lip stick and…<br>Shake it off!,2,0
Ugx6DcfjUkMr5s25v9t4AaABAg,@nixthefox2008,2022-02-03T03:15:38Z,Certainly clicked for the music🗿,1,0
UgzoJzDA0t2kT_4THbF4AaABAg,@zrabbit219,2022-01-29T00:44:38Z,"They hating but they keep clicking, who&#39;s the pathetic one then, i love the message",3,0
UgxWZvHw42ysWHVM7kl4AaABAg,@alwayswinning9910,2022-01-25T20:42:20Z,Solchicks dip crypto dips 🤑🤑🤑🤑<br><br><br>Don’t believe the hype get ur bags right 💰,0,1
UgyPwA33kayoH_p43tN4AaABAg,@luisbanaga8441,2022-01-10T18:25:29Z,100%,1,0
UgxI1NIAlZ1F-RVsbTN4AaABAg,@miraalshoum3373,2022-01-08T17:45:55Z,Sending Love To You Dear Future Mother-In-Law 💖💖💖,2,0
UgwxPyPwi9dGD21e0HZ4AaABAg,@motivationcenter830,2022-01-07T14:47:13Z,Sending Hi from January 7 2022,1,0
UgzTR0s5RaU6Yq2gOW54AaABAg,@carnime3932,2022-01-03T10:19:30Z,"Who is listening to this masterpiece on 2022?<br>🐈‍⬛send black cats if u are",2,0
Ugz3akRZRKDwqrC9_6J4AaABAg,@alwayswinning9910,2021-12-30T13:13:18Z,3% of the world are in invested in crypto that means the other 97% keep there assets in centralised banks that charge you way to much interest rates if you wanna flip a finger to system that has enslaved you for 1000 of years and increases inflation every year while wages stay the same then be my guessed or make some money together and stand united in charge off our own finances I’m in a few project I’m gonna share a couple down below,0,1
UgyJI7xn0HFKuStS1xV4AaABAg,@theviz02webdev2,2021-12-25T12:54:15Z,Ariana mommy send me here,1,0
Ugxew-o1SxklyhCPT5l4AaABAg,@gerretlorenzen5239,2021-12-13T08:00:28Z,"On December 13th five years ago, I thought I would listen to a singer I shared a birthday with.<br>Sceptically, I clicked this link, thinking it would be the usual pop pap.<br>Instantly hooked.<br>‘Folklore’ is on repeat, and when I saw her presenting an award with Billy Bragg, and act I have followed for 40 years, I’m thinking, ‘Yep, she isn’t your average singer’",0,0
UgzQtp99skeC7j7mf7x4AaABAg,@edithvaladez8125,2021-12-07T18:56:43Z,Taylor Swift you are my friend I love the music and watch it everyday I need a big big fan it is so amazing music I love it I watch it every day I scared everyday I showed it until it&#39;s hear it everyday until until I&#39;m at home I hear it everyday and until like I&#39;m done with my school if you&#39;re everyday and by the way my name is Leah and I am 7 years old and a very love your music I am sending a really big comment of all of your big stuff see you later bye and Melissa my favorite singers,3,0
UgxitX-0QGvGXhp37zJ4AaABAg,@ziimulhah3223,2021-11-26T17:07:09Z,"Whenever I was dragged along to my sisters&#39; gymnastics lessons, they always had this song playing. Made the trips 100% worthwhile.",3,0
