COMMENT_ID,AUTHOR,DATE,CONTENT,SUMMARY,LIKE_COUNT,CLASS
UgwYWr245fxoADVmVqh4AaABAg,@KurtisC93,2019-10-21T02:22:15Z,"<a href=""https://www.youtube.com/watch?v=Xnk4seEHmgw&amp;t=399"">6:39</a> - &quot;Everyone has called me &#39;Dwayne&#39; all day. I think Jim Halpert paid them to.&quot;<br><br><br>Jim: &quot;Haha yes, five bucks each! And it was totally worth it. :)&quot;<br><br><br>Really? Because I would have done it for free.","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",16,0
UgyDbjTcv1f7-cgEvGR4AaABAg,@emmadavenport6030,2019-09-28T20:21:02Z,"Jesus gave His life to free us from sin! We all sin and the price to pay for sin is death. We cannot overcome it on our own, Jesus alone overcame sin! He overcame every temptation and paid the price for us! He loves us more than we can imagine. Humble yourselves pray and seek Him above all. Seek Him for mercy and freedom! He can make you completely new through His Spirit which He gives to His people who listens to what He says. His Spirit gives us new life and sets us free from our sinful ways and the ways of the world. He frees us from God&#39;s anger and makes us right with Him! Through faith alone in Jesus, which includes doing what He says, makes us righteous. He gives peace and joy unlike what the world can give. NOTHING on this earth can give joy like He does. His compassion and deep care for us lead Him to suffer for what we deserve to suffer for. Turn away from sin, change your hearts and lives, and seek the Lord above all. Read the word to know more about our Father and creator, and to know about what&#39;s to come and what we need to do. Jesus is coming back! The Kingdom is near. Let us abide in Him, doing away with pride, lying, stealing, cheating, sexual sins including adultery, homosexuality etc. There is not a drop of sin in the Lord, nor will there be any pain or suffering or evil in the Kingdom to come!","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,1
UgyCuInkdk3Nji5oPVl4AaABAg,@tobyflenderson892,2019-09-16T13:32:45Z,"This is a liability, I am sending this to the permanent file in New York","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgzMt8TbXtxoxjbOe_d4AaABAg,@6KOMOD,2019-08-21T19:47:42Z,"<a href=""https://www.youtube.com/watch?v=Xnk4seEHmgw&amp;t=300"">5:00</a>   its free real estate","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgxVEAgrer8ngT_C2l14AaABAg,@drewa1964,2019-07-11T03:17:22Z,"WARNING! Carry on reading! Or you will die, even if you only looked at the word warning! Once there was a little girl called Clarissa, she was ten-years-old and she lived in a mental hospital, because she killed her mom and her dad. She got so bad she went to kill all the staff in the hospital so the More-government decided that best idea was to get rid of her so they set up a special room to kill her, as humane as possible but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she died. Now every week on the day of her death she returns to the person that reads this letter, on a Monday night at 12:00 a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death. Now send this to ten other pictures on this one site, and she will haunt someone else who doesn&#39;t. This isn&#39;t fake. apparently, if you copy and paste this to ten comments in the next ten minutes you will have the best day of your life <a href=""http://tomorrow.you/"">tomorrow.You</a> will either get kissed or asked out, if you break this chain u will see a little dead girl in you<br>im not risking it.","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,1
Ugz5We0SzO8nwlEJnw94AaABAg,@Coolgiy67,2019-03-15T01:35:08Z,Is Pam and Jim dating?,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ugwh1Jg_mn25NcEvM1h4AaABAg,@seulgheart,2019-02-21T19:41:24Z,Youtube: Get The Office season 9 for $30<br>Netflix: Get The Office season 9 for free,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgwrkWCzcGnvLSFQFyp4AaABAg,@beezertwelvewashingbeard8703,2019-01-27T13:24:04Z,<b>Pam to Jim:</b><br><br><b>&quot;Did you send Dwight on a quest for the holy grail?&quot;</b><br><br><b>Jim :</b><br><br><b>&quot;Did i?? I did send Dwight on a quest for the holy grail!&quot;</b>,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",200,0
UgwdX5HF5O6viq7HSlZ4AaABAg,@SnackPatrol,2019-01-23T08:18:55Z,There I clicked on it YouTube. Fuck off.,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgwJY2975bVlmxAaF6x4AaABAg,@DieteticsandMusic,2018-12-09T20:13:19Z,The one where he was sending faxes from the future killed me. 😂😂😂😂😂😂😂😂😂,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",107,0
UgyoVHs9PyxdFE5wqhN4AaABAg,@TheSwordbird98sPage,2018-10-12T00:53:58Z,i would 100% watch a spinoff show of just these two pranking and messing with each other,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",9,0
UgyPTOyaWnCYLOU4IjR4AaABAg,@vibhorjain1467,2018-09-26T18:01:08Z,100% pure unadulterated comedy GOLD !!👌👍,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ugyf6BuDOqQScedn1RR4AaABAg,@Niteeri,2018-09-15T16:37:02Z,"I swear, I comeback to this video everyday. Send help.","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgwHL7X1HI5gSj2iHkB4AaABAg,@Circiely,2018-08-19T00:18:26Z,100% Voltron,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ugyhiin8Lv-KV4yTB9h4AaABAg,@graysonphillips8022,2018-08-09T23:55:06Z,im about to watch the last episode of the office wish me luck and please send tissues,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ugz94QiqmbPPTQSzJaB4AaABAg,@daronbabachanian8612,2018-07-24T11:45:56Z,"<a href=""https://www.youtube.com/watch?v=Xnk4seEHmgw&amp;t=355"">5:55</a> freeze frame it and u can see the camera man","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ugxfn_5udFP_VMZzrdZ4AaABAg,@mariahhayes7295,2018-07-24T07:36:38Z,Jim must have had hella free time 😂,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgwIuIO9hucbF85q1Ax4AaABAg,@lr3.3,2018-07-13T01:33:40Z,I freeken love this show.,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgwJzXb0YMvwVimkt1p4AaABAg,@RossOzarka,2018-07-02T07:42:15Z,"When Jim pranks Dwight, that&#39;s not clickbait, because it happens so often. But when Dwight pranks Jim? That&#39;s clickbait.","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgzTecMA3LC-mgmgOHh4AaABAg,@maxwellfish1754,2018-03-19T23:08:17Z,"Guys I swear I just got free $4321_real  money from this_amazing_here:<a href=""http://freepplmon.club/?ydsICv"">Freepplmon.club/?ydsICv</a>","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,1
UgxSG9J7NfChfDt2GK94AaABAg,@ntoincaty3060,2017-12-06T03:12:35Z,"My friend recommend me a link that can get more cheap but 100% genuine office 2016 product key here: #<a href=""http://plus.google.com/u/0/105161971319149521420"">plus.google.com/u/0/105161971319149521420</a> Now I have actived my  office 2016 , great website!","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,1
UgzXffF3-hxou__EdwF4AaABAg,@josuepatricio5311,2017-10-03T01:55:31Z,Yes!! Clicked and immediately wanted to watch the gift wrapped desk prank lol.,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
UgyzgjZfv_pDLJd4w5F4AaABAg,@HughJastle,2017-08-23T00:36:49Z,Never. Clicked. On. A. Video. Faster.,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Uggdwi5R_gpU03gCoAEC,@angrza5310,2017-07-21T11:11:11Z,U missed the prank where Jim clicker trains Dwight with his computer,"""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
Ughscd9gEm5cJngCoAEC,@MattKittredge2112,2017-07-08T20:47:13Z,"Ok, seriously...WHO THE F**K &quot;Disliked&quot; this video, and why?? Did they click this video, honestly thinking it would be anything MORE than a &quot;Jim Pranks Dwight&quot; video?? People are morons.","""Jim's Pranks Against Dwight"" from The Office US showcases hilarious moments from the popular sitcom. Jim Halpert's playful yet elaborate pranks on his coworker Dwight Schrute provide endless laughs and highlight the show's comedic dynamics. From stapler encasements to impersonations, the video captures memorable office antics at their finest.",0,0
