COMMENT_ID,AUTHOR,DATE,CONTENT,SUMMARY,LIKE_COUNT,CLASS
UgycgYu_euyd80MRYDd4AaABAg,@SSS-.SPOOKUSCARYSHOGUN,2023-01-08T03:36:05Z,"Auf der Heide blüht ein kleines Blümelein<br>und das heißt: Erika.<br>Heiß von hunderttausend kleinen Bienelein<br>wird umschwärmt Erika,<br>denn ihr Herz ist voller Süßigkeit,<br>zarter Duft entströmt dem Blütenkleid.<br>Auf der Heide blüht ein kleines Blümelein<br>und das heißt: Erika.<br> <br>In der Heimat wohnt ein kleines Mägdelein<br>und das heißt: Erika.<br>Dieses Mädel ist mein treues Schätzelein<br>und mein Glück, Erika.<br>Wenn das Heidekraut rot-lila blüht,<br>singe ich zum Gruß ihr dieses Lied.<br>Auf der Heide blüht ein kleines Blümelein<br>und das heißt: Erika.<br> <br>In mein&#39;m Kämmerlein blüht auch ein Blümelein<br>und das heißt: Erika.<br>Schon beim Morgengrau&#39;n sowie beim Dämmerschein<br>schaut&#39;s mich an, Erika.<br>Und dann ist es mir, als spräch&#39; es laut:<br>&quot;Denkst du auch an deine kleine Braut?&quot;<br>In der Heimat weint um dich ein Mägdelein<br>und das heißt: Erika.-oh wait uh I mean I mean uhhhh forget that","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",1,0
UgyJMG1euMTVeWYdkT14AaABAg,@RockyPlayRblxYT,2023-01-02T12:10:48Z,How to learn history:<br>Book: No<br>School: No<br>Oversimplified: YES 100%<br>Countryballs: yes,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgzBX4lCknzGt0CEEd94AaABAg,@bojanrisojevic1972,2022-10-29T10:40:20Z,"Quite impressive and I can see that you put a lot of effort into it. Considering that I am from the Balkans, I miss the depiction of the Yugoslav partisans who rose up in an uprising in July 1941 and since then have been fighting all the time against the Axis powers, and there was free territory all the time. It wasn&#39;t until the end of 1944 that you showed a certain free territory on the territory of today&#39;s Serbia. I&#39;d like you to take a look at that. However, there was a considerable number of armies of the Axis powers in the territory of Yugoslavia, which they could not send to the Russian front because of the Partisans.","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",1,0
Ugw5goBIi-JfwleODWx4AaABAg,@sorrybutamjustwaytoobroken1206,2022-10-24T07:32:31Z,yup i can confirm it&#39;s 100% true,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugx8b0PJmYnZKx800MV4AaABAg,@goldgamer907,2022-10-15T14:31:35Z,How I learned history school 0% oversimplified 100%,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugx-RvZUOG1JhQrjC2J4AaABAg,@itam5784,2022-09-13T01:09:54Z,As a person who plays wars games why didn’t he have his ally italy help him attack British and france with him  then instead of attacking Russia attack other small country that have a lot of resources nearby and why didn’t France ask British to send a least half a kill units and France keep a back up army and actually finish the wall they made and try to get more ally’s like Russia that way they would have mixed feelings and <br>France would help the stronger country so Russia would just sit in the sideline getting there amry stronger and stronger and stay on the offensive,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugw2_i1K_akcUJb19FB4AaABAg,@user-ft9qv5mg3b,2022-08-20T10:55:02Z,"<a href=""https://www.youtube.com/watch?v=_uk_6vfqwTA&amp;t=290"">4:50</a>  At this time, Korea was definitely an independent country. The reason why the Qing Dynasty army is in Korea is because Korea asked for help from the Qing Dynasty. At that time, Korea was corrupt. Therefore, the Donghak Peasant Movement took place, saying that civilians could no longer tolerate corruption and drove out the corrupt imperial family. So Korea tried to send troops to suppress them, but they lost to Donghak Peasant Army. So Korea asked the Qing Dynasty for help. However, Japan suddenly entered Korean land without permission and occupied Seoul. Since then, Japan has attacked the returning Qing army, and the Sino-Japanese War broke out on the Korean Peninsula.","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",12,0
Ugx269a7F8-d2l5Vv_B4AaABAg,@Aryan_Kumar_Sharma7,2022-07-25T03:28:47Z,"We should not forget millions of Indians died in WW2 the war which India has to do nothing....they Trained them for some week give them gun and send to the war zone... All British, French, Spanish colonies were funded world war 1, 2 through money, food, gold all resources, + human resource. 😭😭😭😭","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgylB4PCKtxuH1pZvZx4AaABAg,@amranalex2454,2022-06-20T18:36:23Z,Correction abyssinia and Eritrea wasn&#39;t separated at all and Abyssinia&#39;s map is not correct and finally Italian didn&#39;t colonise the Abyssinia people at all the Abyssinia people send the Italy people with humiliation 😂😂😂,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",1,0
Ugy_TsTpZarT4uAyq7B4AaABAg,@eddyvonschnitzler7918,2022-06-06T07:29:53Z,"Many states did not want to admit that Germany is the land of poets, thinkers, musicians and inventors and that is why the English empire at the time was full of envy and hatred.  It was unacceptable that Germany was already industrially superior in Europe during its imperial period and that the English empire was losing face.  The English sterling silver also lost value, etc. Therefore, plans were made to bring the German Empire to its knees.  But the strengthened Germany could never have been defeated militarily alone.  You saw it in 1870, when France under Napoleon III declared war on us and the German Reich humiliated France with a blitzkrieg in less than 12 months.  Now our sister state France also hated us, although many years earlier Napoleon had devastated Germany and all of Europe.  Envy and lust for power can be so bad that England forgot they came from the German Anglo-Saxons and France from the German Franks, among others.  The Allied plan worked and the First World War began in 1914.  Today, even foreign historians say that Germany did not start the war alone, but the US intervened in 1917 because they feared that England and France would lose the war and that both countries would not repay their enormous debts to the US afterwards.  After losing the war, Germany was forced to accept sole guilt and pay such high reparations that it could never get up again.  The Allies also stole about 2500 patents (inventions) from us.  That shows the disgust of the winners.  Germany was humiliated, bankrupt, disenfranchised, etc. A breeding ground for fanatics.  Nazis seized power in 1933 and we know the rest.  The Nazis came into being just like Al Qaeda, ISS etc. A vicious breed of the Allies for being treated unfairly.  That is the truth, but the victorious powers dictate history.  But the crippled Germany manages to work itself back to health even after 2 lost wars and is more popular today than almost any other country.  That&#39;s impressive, but it can also arouse envy.","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgxZ8ZjDD5k9whxv72t4AaABAg,@meterboy.,2022-05-08T18:26:45Z,"Kinda unbelievable, how H*tler could have won over England if he never decided to show them that he&#39;s the boss and can easily destroy London.<br>Just imagine the feeling of knowing you saved the world by sending one bomber over Berlin <br>😂","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgwO7nsMy6f1JAMk2Fx4AaABAg,@JesusTorres-yw1qj,2022-03-26T15:53:10Z,Bulgaria and Russia on the losers and USA in the winners,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgwTjSxKYIWy-7Sf9bN4AaABAg,@sp4c1fy82,2022-03-15T14:23:57Z,Im gonna send this whenever a friend says &quot;i&#39;m having a ww2 test tomorroe&quot;,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgwkCHn2Fa1aAKgh8Ah4AaABAg,@connorlancaster7541,2022-03-04T20:19:33Z,"Hey, who wants to turn to Jesus and live for him and obey everything he says? This life is temporary once you die you spend eternity in one of two places so choose heaven or hell. Jesus loved you to die for you. He says you all are valuable if you turn from your sins he will bless you like never before and he wants to call you son and daughter but whenever you sin you choose hell and choose to hate God. Now you may say I&#39;m a good person which is actually not true (Mark 10:18). But did you know that not even forgiving others is enough to send you to hell. Jesus is very serious about sin in fact Jesus says most people go to hell and few enter heaven (Mathew <a href=""https://www.youtube.com/watch?v=_uk_6vfqwTA&amp;t=433"">7:13</a>-14). No sin is worth going to hell for when someone goes to hell you can never escape your there forever and you will feel the pain forever . It&#39;s not worth it You can live in heaven forever where Jesus serves you food and you can be in God&#39;s presence forever where you&#39;re never sad or depressed and have a mansion as well. There is Good news If you come to Jesus humbly and confess your sins and beg him for mercy and forgiveness he will forgive you. But you can&#39;t continue to willfully sin (Hebrews 10:26) Because Jesus also says if you love me keep my commandments (John 14:15) you immediately need to repent from all your sins (Luke 13:3) and follow up with Jesus. Remember Follow Jesus only no religion no man Jesus rose from the dead. We have 500 eyewitnesses of it. Jesus is coming back soon with no mercy, seek the lord now while he may be found. When he rose from the dead he proved everything he said was true Muhamad or Buddha didn&#39;t rise from the dead. If you want more help watch the YouTube channel Cleveland street preachers he has been verified by the holy spirit. Also ask the holy spirit to teach you and to guide you in case you haven&#39;t.<br><br>Do any of you need prayer?<br><br>T","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,1
UgyQDs3VFSIf3r1klLB4AaABAg,@DADDY_5213,2022-03-04T01:14:06Z,"Auf der Heide blüht ein kleines Blümelein<br>Und das heißt<br>Erika<br>Heiß von hunderttausend kleinen Bienelein<br>Wird umschwärmt<br>Erika<br>Denn ihr Herz ist voller Süßigkeit<br>Zarter Duft entströmt dem Blütenkleid<br>Auf der Heide blüht ein kleines Blümelein<br>Und das heißt<br>Erika<br>In der Heimat wohnt ein blondes Mägdelein<br>Und das heißt<br>Erika<br>Dieses Mädel ist mein treues Schätzelein<br>Und mein Glück<br>Erika<br>Wenn das Heidekraut rot-lila blüht<br>Singe ich zum Gruß ihr dieses Lied<br>Auf der Heide blüht ein kleines Blümelein<br>Und das heißt<br>Erika<br>In mein&#39;m Kämmerlein blüht auch ein Blümelein<br>Und das heißt<br>Erika<br>Schon beim Morgengrau&#39;n sowie beim Dämmerschein<br>Schaut&#39;s mich an<br>Erika<br>Und dann ist es mir, als spräch&#39; es laut<br>&quot;Denkst du auch an deine kleine Braut?&quot;<br>In der Heimat weint um dich ein Mägdelein<br>Und das heißt","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugx3_ZzgkOxwmCXANCR4AaABAg,@TJAnimationsandGaming,2022-02-28T20:12:20Z,"I love how all of those nations who were neutral said &quot;status: strictly neutral (click read more if you are subscribed to Oversimplified or are oversimplified himself)<br><br><br><br><br><br><br><br><br>The videos are awesome, Are you making anymore, Oversimplified?","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugx09xpXbsRib_n2_pp4AaABAg,@HYDROXCOOKIE,2022-02-09T00:44:09Z,why didn&#39;t Sweden just just send the Iron south right to Germany across the Baltic sea,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugw-oMvb9b08FNTCHnp4AaABAg,@aforandi,2022-02-04T03:48:12Z,"Russia or the Soviet Union lost its Great War. Italy was badly stuffed in combat and had to be propped up by its allies. The French army mutinied in 1917. America won its war in France, in a manner of speaking, given the highly incompetent Pershing and 100,000 deserters in the rear areas. Austro-Hungary didn’t so much lose as cease to exist. Turkey was attacked from all sides and despite every imaginably national disadvantage put up its usual superlative exhibition of hard fighting that stopped all its enemies, greatly to the pride of the nation. After the Armistice fighting continued everywhere except France. For the Germans, the reasons why they had lost were not apparent [they were in excellent shape in November 1918 [eg. a bumper harvest, a dominant air force], so blame had to be assigned somewhere.<br><br><br>Hitler was 5 foot 10 [180cm]. He was increasingly happy with his political success. He was rather a weak megalomaniac who struggled to impose his will, sometimes threatening people with jail time, whilst in the Soviet Union Stalin shot 20,000 people a day.<br><br>‘Racist’ is probably wrong [its a slang term anyway, used in this manner], for example in North Africa the Axis got on with the Muslim natives much better than the British. The Nazis were in fact racialist, believing that one race, their Nordic one, was more advanced than others. Hitler’s only motivation was to set up a thousand-year Reich, hopefully utopian, which would emulate in Russia what the British had achieved in India, where 40,000 whites ruled 500 million natives. His favourite film, ‘Lives of a Bengal Lancer’, reinforced this desire. ‘Anti-socialist’ is kinda odd too: the gigantic Nazi holiday camp complex at Prora on Ruegen island would seem to emphasize socialist communality on a massive Nazi scale.<br><br>Germany and Russia were friendly between the wars as they were both members of the Great War loser’s club. China can be added here, as they were in theory Great War winners who were treated as losers by the actual winners due to perceived racial &amp; national inferiority.<br><br><br>When Hitler came to power, he had no military aircraft or tanks,. and seven years later the German army and air force defeated supposedly strongest army in the world, the French, in hours rather than days. Nazi ‘world philosophy’ did not demand taking over the world. Germany was not a great power as it lacked a fleet. Their limits were India, which they hoped would continue to give the British major problems, and the Ural mountains, beyond which a Judaeo-Bolshevik state would devolve into barbarism, so proving Nazi philosophy correct. The Nazis were always aware there were only 90 million Germans. Hitler stated he had no interest in North Africa [this may have changed had he known about the oil &amp; gas], and that he had only limited interest in overseas [tropical] possessions.<br><br><br>Appeasement has its problems, as Germany was not appeased with the countries they valued most, like Romania and Bulgaria, because the British valued them too. Hitler was Austrian so Austria hardly counts. Czechoslovakia was somewhat pro-Nazi to begin with, and as ‘a small country far away’ the British clearly didn’t care about it either.<br><br><br>Nanking was prompted to a degree by the realisation that Japan could not prevail against the Chinese because they were too numerous. Hence they needed biological or atomic weapons, so Special Unit 731 was set up.<br><br><br>Poland: this segment is generally wrong, and I suggest it sounds confused. Britain had pursued a war policy toward Germany because of their mutual desire to control the SE European countries, ie. those NOT used for appeasement. To defeat the German, they had to be engaged on two fronts, so Poland, Romania and other countries were approached with a defensive guarantee. Poland accepted in March 1939. Poland decided to fight rather than acceded to German demands, and this gave Britain its war with Germany, though it also dragged in a reluctant France and placed the Soviet Union on the other side as second-class Nazis. In this way Britain began a second world war. Germany was surprised by Britain’s declaration of war not least because Poland’s government was a brutal dictatorship that had always killed its own citizens in small numbers [eg. Jews], whereas Czechoslovakia had been a sunrise democracy. The Phony War was promoted by an especially hard winter in 39-40, but also it suggests something odd about British policy toward Germany. Here it may help to understand that policies up to 1939 were not influenced by events 1940-45, though they are often portrayed as if they were.<br><br><br>Both sides were scared of the other controlling Norway. The Germans had air supremacy, rather than superiority. The British army is defeated by the Germans for the first time. <br>Why did Churchill have a different attitude toward the Germans? Clearly he had had it for many years by 1940.<br><br><br>The idea of a ‘France first, Russia second’ plan is I think completely wrong. The decision to invade the Soviet Union was extremely complex and post-dated the fall of France. The blitzkrieg in France was not planned [the Russian one was], but was implemented day-to-day by progressive panzer generals such as Guderian and Manstein, in this way controlling the battle on the German side. Hitler issued the ‘Stop’ order outside Dunkirk to regain control of his forces – again this is a commentary on his weakness as a leader, which goes against the megalomania nonsense, and this at a time when his forces were winning both easily and most unexpectedly. In fact a smaller number panzer divisions, of the ten in total, went through the Ardennes.<br><br><br>The British have been defeated a second time by the Germans. Why should they not make peace? Britain was all alone, with only the entire British empire, American wealth, lots of allies and a number of anti-Soviets and anti-nazis to help them, not to mention an enormous fleet.<br><br><br>American and British relations with Vichy France were particularly perplexed, not least because Vichy and other French entities were mainly in conflict with each other, whilst the side the French people supported most was the French one. Few officers followed the traitor De Gaulle to London, but many volunteered to fight the Soviets with the German army. The Nazis had swept away many enemies of right-wing Frenchmen so their victory wasn’t seen by them as an entirely bad thing.<br><br><br>The Luftwaffe fought the Battle of Britain to bring the British to peace talks. In 1940 they had little involvement with or ability to influence an Army-Navy invasion plan. Their abilities in naval combat were negligible, and indeed they had no interest in these matters.<br><br><br>It could be mentioned that Churchill was upset that no German bomb fell on a British city for a long time whilst Bomber Command tried and largely failed to carry out its pre-war strategy of winning a war by bombing German cities.","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgxgNkHVOF0QLhRTCmV4AaABAg,@LEOsoulMonarch,2022-01-07T05:25:16Z,Oversimplified was sending a message with that pause after mentioning Nanking...and those who paid attention in history class knew exactly what he was referring to...,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
UgzJLiP7V18gOBo9TBt4AaABAg,@mikhailsporyshev9772,2021-12-25T06:44:09Z,Russia wasn&#39;t exactly on the winners&#39; side of WW1,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",2,0
UgwSIwiGCfsnmX-7y9x4AaABAg,@jonathangodin4775,2021-12-14T19:57:56Z,Avoiding military service then sending countless to die for your ideology!! And pay say capitalism and communism are polar opposites 🤣,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",1,0
UgxaUWB8AkdnppSD6Kt4AaABAg,@Locbolt4BTD,2021-12-13T10:15:54Z,Can u pls stop sending iron ore to Germany new phone who is dis,"OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",0,0
Ugx0ApzZok-DMWRKv594AaABAg,@Pixley7,2021-11-22T00:50:28Z,"<a href=""https://www.youtube.com/watch?v=_uk_6vfqwTA&amp;t=201"">3:21</a> Why is Russia on the winners side they lost in WW1","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",6,0
UgxVhsXxl18Gjt71sxZ4AaABAg,@LuisLopez-uw1dj,2021-11-19T13:25:49Z,"A little flower blooms on the heather <br>Auf der Heide blüht ein kleines Blümelein <br><br>And that means <br>Und das heißt <br><br>Erika <br>Erika <br><br>Hot from a hundred thousand little bees <br>Heiß von hunderttausend kleinen Bienelein <br><br>Will be swarmed around <br>Wird umschwärmt <br><br>Erika <br>Erika <br><br>Because her heart is full of candy <br>Denn ihr Herz ist voller Süßigkeit <br><br>A delicate fragrance emanates from the flower dress <br>Zarter Duft entströmt dem Blütenkleid <br><br>A little flower blooms on the heather <br>Auf der Heide blüht ein kleines Blümelein <br><br>And that means<br>Und das heißt<br><br>Erika<br>Erika<br>A blonde girl lives in the homeland <br>In der Heimat wohnt ein blondes Mägdelein <br><br>And that means <br>Und das heißt <br><br>Erika <br>Erika <br><br>This girl is my loyal darling <br>Dieses Mädel ist mein treues Schätzelein <br><br>And my luck <br>Und mein Glück <br><br>Erika <br>Erika <br><br>When the heather blooms red-purple <br>Wenn das Heidekraut rot-lila blüht <br><br>I sing this song to greet her <br>Singe ich zum Gruß ihr dieses Lied <br><br>A little flower blooms on the heather <br>Auf der Heide blüht ein kleines Blümelein <br><br>And that means<br>Und das heißt<br><br>Erika<br>Erika<br>A little flower blooms in my little room <br>In mein&#39;m Kämmerlein blüht auch ein Blümelein <br><br>And that means <br>Und das heißt <br><br>Erika <br>Erika <br><br>Already at dawn and at dusk <br>Schon beim Morgengrau&#39;n sowie beim Dämmerschein <br><br>Look at me <br>Schaut&#39;s mich an <br><br>Erika <br>Erika <br><br>And then it seems to me as if it speaks loudly <br>Und dann ist es mir, als spräch&#39; es laut <br><br>&quot;Do you think of your little bride too?&quot; <br>&quot;Denkst du auch an deine kleine Braut?&quot; <br><br>A maid weeps for you at home <br>In der Heimat weint um dich ein Mägdelein <br><br>And that means<br>Und das heißt<br><br>Erika<br>Erika","OverSimplified's ""WW2"" series offers an entertaining and educational take on World War II. Part 1 delves into the origins of the conflict, key players like Hitler and Churchill, and major events leading to the war's outbreak. Using humor and simplified explanations, the video makes history engaging and accessible.",1,0
